record_id,source_doi,catalyst_composition,metal_elements,primary_metal,is_noble_metal,is_hybrid,carbon_present,support_substrate,electrolyte_type,electrolyte_composition,pH,temperature_C,ir_compensation,potential_vs_RHE,overpotential_eta10_mV,tafel_slope_mV_dec,stability_value,notes,extraction_source
10.1038/s41597-019-0080-z_Al3Cr9_636,10.1038/s41597-019-0080-z,Al3Cr9,"['Al', 'Cr']",Cr,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDE4NjY5, equation: NO2(g) + 3* -> N* + 2O*",web
10.1016/j.checat.2023.100636_Cu26,10.1016/j.checat.2023.100636,Cu26,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MTM3, equation: 0.5O2(g) + 2.0Pt(g) + * -> OPt2*",web
10.1016/j.checat.2023.100636_Pd26Pt2,10.1016/j.checat.2023.100636,Pd26Pt2,"['Pd', 'Pt']",Pd,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MTM5, equation: 0.5O2(g) + * -> O*",web
10.1016/j.checat.2023.100636_Pd42,10.1016/j.checat.2023.100636,Pd42,['Pd'],Pd,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MTQy, equation: 0.5O2(g) + 3.0Pt(g) + * -> OPt3*",web
10.1016/j.checat.2023.100636_Pd37,10.1016/j.checat.2023.100636,Pd37,['Pd'],Pd,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MTQ4, equation: 0.5O2(g) + 2.0Pt(g) + * -> OPt2*",web
10.1016/j.checat.2023.100636_Pd42Pt3,10.1016/j.checat.2023.100636,Pd42Pt3,"['Pd', 'Pt']",Pd,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MTQ5, equation: 0.5O2(g) + * -> O*",web
10.1016/j.checat.2023.100636_Pd37Pt2,10.1016/j.checat.2023.100636,Pd37Pt2,"['Pd', 'Pt']",Pd,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MTUz, equation: 0.5O2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Al3Cr9_643,10.1038/s41597-019-0080-z,Al3Cr9,"['Al', 'Cr']",Cr,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDE4Njcx, equation: H2O(g) + 3* -> 2H* + O*",web
10.1016/j.checat.2023.100636_Pd26,10.1016/j.checat.2023.100636,Pd26,['Pd'],Pd,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MTU4, equation: 0.5O2(g) + 2.0Pt(g) + * -> OPt2*",web
10.1016/j.checat.2023.100636_Pt2Rh26,10.1016/j.checat.2023.100636,Pt2Rh26,"['Pt', 'Rh']",Rh,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MTYw, equation: 0.5O2(g) + * -> O*",web
10.1016/j.checat.2023.100636_Rh42,10.1016/j.checat.2023.100636,Rh42,['Rh'],Rh,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MTYz, equation: 0.5O2(g) + 3.0Pt(g) + * -> OPt3*",web
10.1016/j.checat.2023.100636_Rh37,10.1016/j.checat.2023.100636,Rh37,['Rh'],Rh,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MTY5, equation: 0.5O2(g) + 2.0Pt(g) + * -> OPt2*",web
10.1038/s41597-019-0080-z_In6Zr6_648,10.1038/s41597-019-0080-z,In6Zr6,"['In', 'Zr']",-,False,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDEyODM0, equation: O2(g) + 2* -> 2O*",web
10.1038/s41597-019-0080-z_Cd3Cr9_649,10.1038/s41597-019-0080-z,Cd3Cr9,"['Cd', 'Cr']",Cr,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDE4NTk2, equation: H2O(g) + 3* -> 2H* + O*",web
10.1021/acs.jpcc.4c07279_Cu33,10.1021/acs.jpcc.4c07279,Cu33,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4NjM2, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> C*",web
10.1021/acs.jpcc.4c07279_Cu33_651,10.1021/acs.jpcc.4c07279,Cu33,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4NjQw, equation: -1.0H2O(g) + 2.0CO(g) + H2(g) + * -> CCO*",web
10.1021/acs.jpcc.4c07279_Cu33_652,10.1021/acs.jpcc.4c07279,Cu33,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4NjQx, equation: -1.0H2O(g) + CO(g) + 2.0H2(g) + * -> CH2*",web
10.1021/acs.jpcc.4c07279_Cu33_653,10.1021/acs.jpcc.4c07279,Cu33,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4NjQz, equation: H2O(g) - 0.5H2(g) + * -> OH*",web
10.1021/acs.jpcc.4c07279_Cu33_654,10.1021/acs.jpcc.4c07279,Cu33,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4NjQ0, equation: -1.0H2O(g) + CO(g) + 2.0H2(g) + * -> CH2*",web
10.1021/acs.jpcc.4c07279_Cu33_655,10.1021/acs.jpcc.4c07279,Cu33,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4NjQ2, equation: -1.0H2O(g) + CO(g) + 2.5H2(g) + * -> CH3*",web
10.1021/acs.jpcc.4c07279_Cu33_656,10.1021/acs.jpcc.4c07279,Cu33,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4NjQ3, equation: -1.0H2O(g) + 2.0CO(g) + 1.5H2(g) + * -> CHCO*",web
10.1021/acs.jpcc.4c07279_Cu33_657,10.1021/acs.jpcc.4c07279,Cu33,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4NjQ5, equation: -1.0H2O(g) + CO(g) + 1.5H2(g) + * -> CH*",web
10.1021/acs.jpcc.4c07279_Cu33_658,10.1021/acs.jpcc.4c07279,Cu33,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4NjUx, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> C*",web
10.1021/acs.jpcc.4c07279_Cu33_659,10.1021/acs.jpcc.4c07279,Cu33,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4NjU0, equation: -1.0H2O(g) + CO(g) + 1.5H2(g) + * -> CH*",web
10.1021/acs.jpcc.4c07279_Cu33_660,10.1021/acs.jpcc.4c07279,Cu33,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4NjU1, equation: -1.0H2O(g) + 2.0CO(g) + H2(g) + * -> CCO*",web
10.1038/s41597-019-0080-z_Os3Ti9,10.1038/s41597-019-0080-z,Os3Ti9,"['Os', 'Ti']",Ti,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDE0NTI5, equation: NO2(g) + 3* -> N* + 2O*",web
10.1038/s41597-019-0080-z_Ru3Ti9,10.1038/s41597-019-0080-z,Ru3Ti9,"['Ru', 'Ti']",Ti,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDE0NTU4, equation: NO2(g) + 3* -> N* + 2O*",web
10.1038/s41597-019-0080-z_Ir3Ti9,10.1038/s41597-019-0080-z,Ir3Ti9,"['Ir', 'Ti']",Ti,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDE0NTg3, equation: NO2(g) + 3* -> N* + 2O*",web
10.1021/acs.jpcc.4c07279_Cu36,10.1021/acs.jpcc.4c07279,Cu36,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4NjYx, equation: -1.0H2O(g) + CO(g) + 2.5H2(g) + * -> CH3*",web
10.1021/acs.jpcc.4c07279_Cu36_665,10.1021/acs.jpcc.4c07279,Cu36,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4NjY0, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> C*",web
10.1021/acs.jpcc.4c07279_Cu36_666,10.1021/acs.jpcc.4c07279,Cu36,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4NjY1, equation: -1.0H2O(g) + CO(g) + 2.5H2(g) + * -> CH3*",web
10.1038/s41597-019-0080-z_Os9Pd3,10.1038/s41597-019-0080-z,Os9Pd3,"['Os', 'Pd']",Os,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDEyOTA3, equation: H2O(g) + * -> H2O*",web
10.1038/s41597-019-0080-z_Au3Hf9,10.1038/s41597-019-0080-z,Au3Hf9,"['Au', 'Hf']",Hf,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDEzNjM0, equation: SO2(g) + 3* -> 2O* + S*",web
10.1038/s41597-019-0080-z_Mn3Ti9,10.1038/s41597-019-0080-z,Mn3Ti9,"['Mn', 'Ti']",Ti,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDE0NjU3, equation: NO2(g) + 3* -> N* + 2O*",web
10.1021/acs.jpcc.4c07279_Cu36_670,10.1021/acs.jpcc.4c07279,Cu36,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4Njcw, equation: -1.0H2O(g) + CO(g) + 2.0H2(g) + * -> CH2*",web
10.1021/acs.jpcc.4c07279_Cu36_671,10.1021/acs.jpcc.4c07279,Cu36,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4Njcx, equation: H2O(g) - 0.5H2(g) + * -> OH*",web
10.1021/acs.jpcc.4c07279_Cu36_672,10.1021/acs.jpcc.4c07279,Cu36,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4Njcy, equation: -1.0H2O(g) + CO(g) + 2.0H2(g) + * -> CH2*",web
10.1021/acs.jpcc.4c07279_Cu36_673,10.1021/acs.jpcc.4c07279,Cu36,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4Njc1, equation: H2O(g) - 0.5H2(g) + * -> OH*",web
10.1021/acs.jpcc.4c07279_Cu36_674,10.1021/acs.jpcc.4c07279,Cu36,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4Njc3, equation: -1.0H2O(g) + CO(g) + 1.5H2(g) + * -> CH*",web
10.1038/s41597-019-0080-z_Os9Pd3_675,10.1038/s41597-019-0080-z,Os9Pd3,"['Os', 'Pd']",Os,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDEyOTA4, equation: H2O(g) + * -> H2O*",web
10.1038/s41597-019-0080-z_Hf6Sn6,10.1038/s41597-019-0080-z,Hf6Sn6,"['Hf', 'Sn']",-,False,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDE0MjUy, equation: NO2(g) + 3* -> N* + 2O*",web
10.1038/s41597-019-0080-z_Os3Ti9_677,10.1038/s41597-019-0080-z,Os3Ti9,"['Os', 'Ti']",Ti,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDE0NTMx, equation: H2O(g) + 3* -> 2H* + O*",web
10.1038/s41597-019-0080-z_Ru3Ti9_678,10.1038/s41597-019-0080-z,Ru3Ti9,"['Ru', 'Ti']",Ti,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDE0NTYw, equation: H2O(g) + 3* -> 2H* + O*",web
10.1038/s41597-019-0080-z_Ir3Ti9_679,10.1038/s41597-019-0080-z,Ir3Ti9,"['Ir', 'Ti']",Ti,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDE0NTg5, equation: H2O(g) + 3* -> 2H* + O*",web
10.1021/acs.jpcc.4c07279_Cu36_680,10.1021/acs.jpcc.4c07279,Cu36,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4Njc4, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> C*",web
10.1021/acs.jpcc.4c07279_Cu36_681,10.1021/acs.jpcc.4c07279,Cu36,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4Njgw, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> C*",web
10.1021/acs.jpcc.4c07279_Cu36_682,10.1021/acs.jpcc.4c07279,Cu36,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4Njg0, equation: -1.0H2O(g) + 2.0CO(g) + H2(g) + * -> CCO*",web
10.1021/acs.jpcc.4c07279_Cu36_683,10.1021/acs.jpcc.4c07279,Cu36,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4Njg2, equation: -1.0H2O(g) + 2.0CO(g) + H2(g) + * -> CCO*",web
10.1021/acs.jpcc.4c07279_Cu36_684,10.1021/acs.jpcc.4c07279,Cu36,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4Njg3, equation: -1.0H2O(g) + 2.0CO(g) + H2(g) + * -> CCO*",web
10.1038/s41597-019-0080-z_Os9Pd3_685,10.1038/s41597-019-0080-z,Os9Pd3,"['Os', 'Pd']",Os,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDEyOTA5, equation: H2O(g) + * -> H2O*",web
10.1021/acs.jpcc.4c07279_Cu36_686,10.1021/acs.jpcc.4c07279,Cu36,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4Njg5, equation: H2O(g) - 0.5H2(g) + * -> OH*",web
10.1021/acs.jpcc.4c07279_Cu36_687,10.1021/acs.jpcc.4c07279,Cu36,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4Njk2, equation: -1.0H2O(g) + CO(g) + 1.5H2(g) + * -> CH*",web
10.1021/acs.jpcc.4c07279_Cu36_688,10.1021/acs.jpcc.4c07279,Cu36,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4Njk3, equation: -1.0H2O(g) + CO(g) + 2.5H2(g) + * -> CH3*",web
10.1038/s41597-019-0080-z_Mn3Ti9_689,10.1038/s41597-019-0080-z,Mn3Ti9,"['Mn', 'Ti']",Ti,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDE0NjU5, equation: H2O(g) + 3* -> 2H* + O*",web
10.1038/s41597-019-0080-z_Ir9Pd3_690,10.1038/s41597-019-0080-z,Ir9Pd3,"['Ir', 'Pd']",Ir,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDE4NTI0, equation: H2O(g) + * -> H2O*",web
10.1021/acs.jpcc.4c07279_Cu36_691,10.1021/acs.jpcc.4c07279,Cu36,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4NzAw, equation: -1.0H2O(g) + 2.0CO(g) + 1.5H2(g) + * -> CHCO*",web
10.1038/s41597-019-0080-z_Au3Hf9_692,10.1038/s41597-019-0080-z,Au3Hf9,"['Au', 'Hf']",Hf,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDEzNjM3, equation: H2O2(g) + 4* -> 2H* + 2O*",web
10.1038/s41597-019-0080-z_Hf6Sn6_693,10.1038/s41597-019-0080-z,Hf6Sn6,"['Hf', 'Sn']",-,False,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDE0MjU0, equation: H2O(g) + 3* -> 2H* + O*",web
10.1021/acs.jpcc.4c07279_Cu36_694,10.1021/acs.jpcc.4c07279,Cu36,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4NzA0, equation: H2O(g) - 0.5H2(g) + * -> OH*",web
10.1021/acs.jpcc.4c07279_Cu36_695,10.1021/acs.jpcc.4c07279,Cu36,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4NzA3, equation: -1.0H2O(g) + 2.0CO(g) + H2(g) + * -> CCO*",web
10.1021/acs.jpcc.4c07279_Cu36_696,10.1021/acs.jpcc.4c07279,Cu36,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4NzA5, equation: H2O(g) - 0.5H2(g) + * -> OH*",web
10.1038/s41597-019-0080-z_Ir9Pd3_697,10.1038/s41597-019-0080-z,Ir9Pd3,"['Ir', 'Pd']",Ir,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDE4NTI1, equation: H2O(g) + * -> H2O*",web
10.1021/acs.jpcc.4c07279_Cu36_698,10.1021/acs.jpcc.4c07279,Cu36,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4NzEx, equation: -1.0H2O(g) + CO(g) + 2.0H2(g) + * -> CH2*",web
10.1021/acs.jpcc.4c07279_Cu36_699,10.1021/acs.jpcc.4c07279,Cu36,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4NzEy, equation: H2O(g) - 0.5H2(g) + * -> OH*",web
10.1038/s41597-019-0080-z_Pb3Zr9,10.1038/s41597-019-0080-z,Pb3Zr9,"['Pb', 'Zr']",Zr,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDEyOTEx, equation: CO2(g) + 3* -> C* + 2O*",web
10.1021/acs.jpcc.4c07279_Cu36_701,10.1021/acs.jpcc.4c07279,Cu36,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4NzEz, equation: -1.0H2O(g) + 2.0CO(g) + 1.5H2(g) + * -> CHCO*",web
10.1021/acs.jpcc.4c07279_Cu36_702,10.1021/acs.jpcc.4c07279,Cu36,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4NzE1, equation: -1.0H2O(g) + CO(g) + 2.5H2(g) + * -> CH3*",web
10.1021/acs.jpcc.4c07279_Cu36_703,10.1021/acs.jpcc.4c07279,Cu36,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM5MTA3, equation: -1.0H2O(g) + CO(g) + 2.5H2(g) + * -> CH3*",web
10.1021/acs.jpcc.4c07279_Cu36_704,10.1021/acs.jpcc.4c07279,Cu36,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM5MTEw, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> C*",web
10.1021/acs.jpcc.4c07279_Cu36_705,10.1021/acs.jpcc.4c07279,Cu36,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM5MTEx, equation: -1.0H2O(g) + CO(g) + 2.5H2(g) + * -> CH3*",web
10.1021/acs.jpcc.4c07279_Cu36_706,10.1021/acs.jpcc.4c07279,Cu36,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM5MTE2, equation: -1.0H2O(g) + CO(g) + 2.0H2(g) + * -> CH2*",web
10.1038/s41597-019-0080-z_Ag3Hf9,10.1038/s41597-019-0080-z,Ag3Hf9,"['Ag', 'Hf']",Hf,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDEzNjkz, equation: H2O2(g) + 4* -> 2H* + 2O*",web
10.1038/s41597-019-0080-z_Ir9Pd3_708,10.1038/s41597-019-0080-z,Ir9Pd3,"['Ir', 'Pd']",Ir,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDE4NTgw, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Cd3Ir9,10.1038/s41597-019-0080-z,Cd3Ir9,"['Cd', 'Ir']",Ir,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDE5MDE5, equation: H2O(g) - H2(g) + * -> O*",web
10.1021/acs.jpcc.4c07279_Cu36_710,10.1021/acs.jpcc.4c07279,Cu36,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM5MTE3, equation: H2O(g) - 0.5H2(g) + * -> OH*",web
10.1021/acs.jpcc.4c07279_Cu36_711,10.1021/acs.jpcc.4c07279,Cu36,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM5MTE4, equation: -1.0H2O(g) + CO(g) + 2.0H2(g) + * -> CH2*",web
10.1021/acs.jpcc.4c07279_Cu36_712,10.1021/acs.jpcc.4c07279,Cu36,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM5MTIx, equation: -1.0H2O(g) + 2.0CO(g) + 1.5H2(g) + * -> CHCO*",web
10.1021/acs.jpcc.4c07279_Cu36_713,10.1021/acs.jpcc.4c07279,Cu36,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM5MTIy, equation: H2O(g) - 0.5H2(g) + * -> OH*",web
10.1021/acs.jpcc.4c07279_Cu36_714,10.1021/acs.jpcc.4c07279,Cu36,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM5MTI0, equation: -1.0H2O(g) + CO(g) + 1.5H2(g) + * -> CH*",web
10.1021/acs.jpcc.4c07279_Cu36_715,10.1021/acs.jpcc.4c07279,Cu36,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM5MTI1, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> C*",web
10.1021/acs.jpcc.4c07279_Cu36_716,10.1021/acs.jpcc.4c07279,Cu36,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM5MTI3, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> C*",web
10.1021/acs.jpcc.4c07279_Cu36_717,10.1021/acs.jpcc.4c07279,Cu36,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM5MTMx, equation: -1.0H2O(g) + 2.0CO(g) + H2(g) + * -> CCO*",web
10.1021/acs.jpcc.4c07279_Cu36_718,10.1021/acs.jpcc.4c07279,Cu36,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM5MTMz, equation: -1.0H2O(g) + 2.0CO(g) + H2(g) + * -> CCO*",web
10.1021/acs.jpcc.4c07279_Cu36_719,10.1021/acs.jpcc.4c07279,Cu36,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM5MTM0, equation: -1.0H2O(g) + 2.0CO(g) + H2(g) + * -> CCO*",web
10.1038/s41597-019-0080-z_Os9Sn3,10.1038/s41597-019-0080-z,Os9Sn3,"['Os', 'Sn']",Os,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDEzNjk0, equation: H2O(g) + * -> H2O*",web
10.1038/s41597-019-0080-z_Ir9Pd3_721,10.1038/s41597-019-0080-z,Ir9Pd3,"['Ir', 'Pd']",Ir,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDE4NTgx, equation: H2O(g) - H2(g) + * -> O*",web
10.1021/acs.jpcc.4c07279_Cu36_722,10.1021/acs.jpcc.4c07279,Cu36,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM5MTM2, equation: H2O(g) - 0.5H2(g) + * -> OH*",web
10.1021/acs.jpcc.4c07279_Cu36_723,10.1021/acs.jpcc.4c07279,Cu36,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM5MTQ0, equation: -1.0H2O(g) + CO(g) + 1.5H2(g) + * -> CH*",web
10.1021/acs.jpcc.4c07279_Cu36_724,10.1021/acs.jpcc.4c07279,Cu36,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM5MTQ1, equation: -1.0H2O(g) + CO(g) + 2.5H2(g) + * -> CH3*",web
10.1021/acs.jpcc.4c07279_Cu36_725,10.1021/acs.jpcc.4c07279,Cu36,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM5MTQ4, equation: -1.0H2O(g) + 2.0CO(g) + 1.5H2(g) + * -> CHCO*",web
10.1021/acs.jpcc.4c07279_Cu36_726,10.1021/acs.jpcc.4c07279,Cu36,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM5MTUy, equation: H2O(g) - 0.5H2(g) + * -> OH*",web
10.1021/acs.jpcc.4c07279_Cu36_727,10.1021/acs.jpcc.4c07279,Cu36,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM5MTU1, equation: -1.0H2O(g) + 2.0CO(g) + H2(g) + * -> CCO*",web
10.1038/s41597-019-0080-z_Ir9Pd3_728,10.1038/s41597-019-0080-z,Ir9Pd3,"['Ir', 'Pd']",Ir,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDE4NTgy, equation: H2O(g) - H2(g) + * -> O*",web
10.1021/acs.jpcc.4c07279_Cu36_729,10.1021/acs.jpcc.4c07279,Cu36,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM5MTU3, equation: H2O(g) - 0.5H2(g) + * -> OH*",web
10.1021/acs.jpcc.4c07279_Cu36_730,10.1021/acs.jpcc.4c07279,Cu36,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM5MTU5, equation: -1.0H2O(g) + CO(g) + 2.0H2(g) + * -> CH2*",web
10.1038/s41597-019-0080-z_Hf6Zn6,10.1038/s41597-019-0080-z,Hf6Zn6,"['Hf', 'Zn']",-,False,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDEzODQ1, equation: NO2(g) + 3* -> N* + 2O*",web
10.1038/s41597-019-0080-z_Ag3V9,10.1038/s41597-019-0080-z,Ag3V9,"['Ag', 'V']",V,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDE3Nzc5, equation: SO2(g) + 3* -> 2O* + S*",web
10.1021/acs.jpcc.4c07279_Cu36_733,10.1021/acs.jpcc.4c07279,Cu36,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM5MTYw, equation: H2O(g) - 0.5H2(g) + * -> OH*",web
10.1021/acs.jpcc.4c07279_Cu36_734,10.1021/acs.jpcc.4c07279,Cu36,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM5MTYx, equation: -1.0H2O(g) + 2.0CO(g) + 1.5H2(g) + * -> CHCO*",web
10.1021/acs.jpcc.4c07279_Cu36_735,10.1021/acs.jpcc.4c07279,Cu36,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM5MTYz, equation: -1.0H2O(g) + CO(g) + 2.5H2(g) + * -> CH3*",web
10.1021/acs.jpcc.4c07279_Cu36_736,10.1021/acs.jpcc.4c07279,Cu36,['Cu'],Cu,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM5MTY4, equation: H2O(g) - 0.5H2(g) + * -> OH*",web
